gvkey,datadate,fyear,company_name,sich,at,pidom,pifo,sale,dltt,dlc,xrd,xad,ppent,txt,txfo,foreign_assets,domestic_assets,foreign_sales,domestic_sales,num_segments,num_foreign_segs,num_domestic_segs,foreign_pm,domestic_pm,income_shift,usr,ftr,tax_diff,ww_profit,size,leverage,rnd_intensity,ad_intensity,ppe_intensity,year_trend,post_tcja
001393,20110331,2010,U-HAUL HOLDING CO,7510,4176.1540,270.6950,18.6190,2241.2750,1249.983,147.859,0,14.9,2094.5730,105.739,3.861,115.77,3646.684,115.015,1886.99,2,1,1,0.1618832326,0.1434533304,0.0184299022,0.35,0.2073688168,-0.142631183,0.1290845612,8.3371460063,0.3347199361,0,0.0066480017,0.5015554982,0,0
001393,20120331,2011,U-HAUL HOLDING CO,7510,4654.0510,302.7480,22.8880,2502.6750,1303.262,182.949,0,10.3,2372.3650,120.269,4.786,129.785,4046.369,130.762,2110.513,2,1,1,0.1750355608,0.1434475883,0.0315879725,0.35,0.209105208,-0.140894792,0.1301151768,8.4454933021,0.3193370679,0,0.0041155963,0.5097419431,1,0
001393,20130331,2012,U-HAUL HOLDING CO,7510,5306.6010,389.3420,19.1450,2558.5870,1434.901,226.944,0,6.7,2755.0540,143.779,3.344,135.279,4518.772,147.467,2355.208,2,1,1,0.1298256559,0.1653110893,-0.035485433,0.35,0.1746670149,-0.175332985,0.1596533555,8.5767067963,0.3131656215,0,0.0026186329,0.5191748918,2,0
001393,20140331,2013,U-HAUL HOLDING CO,7510,5998.9780,516.2070,21.3150,2835.2520,1778.797,163.562,0,7.1,3409.2110,195.131,3.787,145.712,5160.889,149.296,2409.291,2,1,1,0.1427700675,0.2142568083,-0.071486741,0.35,0.1776683087,-0.172331691,0.1895852644,8.6993444004,0.3237816508,0,0.0025041866,0.5682986335,3,0
001393,20150331,2014,U-HAUL HOLDING CO,7510,6872.1750,541.3710,20.0470,3074.5310,1930.059,260.81,0,7.5,4107.6370,204.677,2.599,144.475,5854.503,153.452,2681.8,2,1,1,0.1306402002,0.2018685211,-0.071228321,0.35,0.1296453335,-0.220354667,0.18260281,8.835235929,0.3188028535,0,0.0024393964,0.5977200813,4,0
001393,20160331,2015,U-HAUL HOLDING CO,7510,8150.7250,745.1940,23.7170,3275.6560,2334.951,353.807,0,9.6,5017.5110,279.91,3.303,186.603,6685.572,158.504,2916.027,2,1,1,0.1496302932,0.2555511317,-0.105920838,0.35,0.1392671923,-0.210732808,0.2347349661,9.0058621593,0.3298796119,0,0.0029307107,0.6155907603,5,0
001393,20170331,2016,U-HAUL HOLDING CO,7510,9405.8400,609.5890,18.7690,3421.7670,2773.955,488.925,0,8.7,5957.7350,229.934,3.334,249.36,7901.365,145.559,3130.097,2,1,1,0.1289442769,0.1947508336,-0.065806557,0.35,0.1776333316,-0.172366668,0.183635531,9.1490860519,0.3468993732,0,0.002542546,0.6334080741,6,0
001393,20190331,2018,U-HAUL HOLDING CO,7510,11891.7130,466.1750,11.3540,3768.7070,3687.425,475.898,0,10.6,7933.9710,106.672,1.375,322.123,10424.862,165.293,3435.821,2,1,1,0.0686901442,0.1356808169,-0.066990673,0.21,0.1211026951,-0.088897305,0.1267089747,9.38359705,0.3501028826,0,0.0028126357,0.6671848707,8,1
001393,20210331,2020,U-HAUL HOLDING CO,7510,14651.6060,773.0300,23.6280,4541.9850,4295.533,465.884,0,18,9300.1580,185.802,3.404,421.082,13016.942,181.019,3797.849,2,1,1,0.1305277347,0.2035441641,-0.073016429,0.21,0.1440663619,-0.065933638,0.1753986418,9.592305233,0.324975774,0,0.003963025,0.6347534871,10,1
001393,20220331,2021,U-HAUL HOLDING CO,7510,17299.5810,1431.1550,44.3420,5739.7470,5617.74,478.954,0,13.7,10321.0560,352.211,6.893,438.628,14212.978,207.902,4334.083,2,1,1,0.2132831815,0.3302094122,-0.116926231,0.21,0.1554508141,-0.054549186,0.2570665571,9.7584375605,0.3524185933,0,0.0023868648,0.596607282,11,1
001393,20230331,2022,U-HAUL HOLDING CO,7510,18124.6480,1178.2640,39.6590,5864.6910,5603.262,563.153,0,11.1,11883.7700,294.925,5.15,523.511,16776.07,287.72,5452.027,2,1,1,0.1378388711,0.2161148505,-0.078275979,0.21,0.1298570312,-0.080142969,0.2076704467,9.8050280588,0.3402226074,0,0.0018926828,0.6556690094,12,1
001393,20240331,2023,U-HAUL HOLDING CO,7510,19058.7580,816.2380,23.9390,5625.6740,5791.415,534.979,0,13.8,13477.6690,211.47,0.254,671.633,17453.015,294.427,5570.264,2,1,1,0.0813070812,0.146534886,-0.065227805,0.21,0.0106103012,-0.199389699,0.1493469049,9.8552820124,0.3319415672,0,0.0024530394,0.7071640765,13,1
001393,20250331,2024,U-HAUL HOLDING CO,7510,20479.1700,468.1520,9.3600,5828.6650,6591.251,649.579,0,15.3,15297.3230,110.422,0.141,802.121,18256.637,288.172,5337.502,2,1,1,0.0324806019,0.0877099437,-0.055229342,0.21,0.0150641026,-0.194935897,0.0819247632,9.927163551,0.3535704816,0,0.0026249579,0.7469698723,14,1
001414,20101231,2010,PRIMERICA INC,6311,9884.3060,317.1950,81.9480,1361.8630,300,0,0,0,16.3230,141.365,37.795,3953.722,5930.584,225.449,1136.414,2,1,1,0.3634879729,0.2791192294,0.0843687435,0.35,0.4612071069,0.1112071069,0.2930860153,9.1987035258,0.0303511445,0,0,0.0016514058,0,0
001414,20111231,2011,PRIMERICA INC,6311,9998.5440,209.6850,66.1590,1103.0930,300,0,0,0,12.9370,97.568,30.807,3099.549,6898.995,208.026,895.067,2,1,1,0.3180323613,0.2342673789,0.0837649825,0.35,0.4656509318,0.1156509318,0.2500641378,9.2101947614,0.0300043686,0,0,0.0012938884,1,0
001559,20221231,2022,AMERICAN SHARED HSPTL SERV,8090,43.9560,2.3500,0.1680,19.7460,12.264,1.554,0,0.233,23.8030,0.963,0.204,6.381,37.575,3.091,16.655,2,1,1,0.0543513426,0.1410987691,-0.086747427,0.21,1.2142857143,1,0.1275194976,3.7831891336,0.3143598144,0,0.0117998582,0.5415187915,12,1
001593,20101130,2010,AMERON INTERNATIONAL CORP,3270,781.5690,30.3680,47.8150,503.2590,23.424,7.724,2.759,0,244.1980,29.709,10.51,294.941,658.569,176.248,327.023,4,3,1,0.2712938587,0.09286197,0.1784318887,0.35,0.2198055004,-0.1301945,0.1553534065,6.6613034377,0.0398531672,0.0054822666,0,0.3124458621,0,0
001678,20101231,2010,APA CORP,1311,43425.0000,1328.0000,3878.0000,12183.0000,8095,46,0,0,38151.0000,2174,1193,22099,21326,7883,4300,7,6,1,0.4919446911,0.3088372093,0.1831074818,0.35,0.3076328004,-0.0423672,0.4273167529,10.678790591,0.187472654,0,0,0.8785492228,0,0
001678,20111231,2011,APA CORP,1311,52051.0000,2373.0000,5720.0000,16810.0000,6785,431,0,0,45448.0000,3509,2197,28552,23499,10707,6103,7,6,1,0.534229943,0.388825168,0.1454047751,0.35,0.3840909091,0.0340909091,0.4814396193,10.859979286,0.1386332635,0,0,0.8731436476,1,0
001678,20121231,2012,APA CORP,1311,60737.0000,1605.0000,3272.0000,16947.0000,11355,990,0,0,53280.0000,2876,2349,29562,31175,10721,6226,7,6,1,0.3051954109,0.2577899133,0.0474054976,0.35,0.7179095355,0.3679095355,0.287779548,11.014308347,0.2032533711,0,0,0.8772247559,2,0
001678,20131231,2013,APA CORP,1311,61637.0000,1191.0000,3025.0000,16402.0000,9672,53,0,0,52421.0000,1928,1694,31697,29940,9500,6902,7,6,1,0.3184210526,0.1725586786,0.145862374,0.35,0.56,0.21,0.2570418242,11.029017619,0.157778607,0,0,0.8504794198,3,0
001891,20100630,2010,AUTOMATIC DATA PROCESSING,7374,26862.2000,1638.0000,225.2000,8927.7000,39.8,2.8,513.9,0,673.8000,655.9,104.4,4461.1,22401.1,1732.7,7195,4,3,1,0.1299705662,0.2276580959,-0.09768753,0.35,0.4635879218,0.1135879218,0.208698769,10.198475373,0.0015858716,0.0575624181,0,0.0250835747,0,0
001891,20110630,2011,AUTOMATIC DATA PROCESSING,7374,34238.3000,1675.1000,257.6000,9879.5000,34.2,2.8,577.2,0,716.2000,678.5,96.9,4943.5,29294.8,1949.2,7930.3,4,3,1,0.1321567823,0.2112278224,-0.07907104,0.35,0.3761645963,0.0261645963,0.1956273091,10.441100179,0.0010806611,0.0584240093,0,0.0209180946,1,0
001891,20120630,2012,AUTOMATIC DATA PROCESSING,7374,30815.5000,1888.6000,233.5000,10665.2000,16.8,18.2,599.9,0,706.3000,733.6,87.3,4490.5,26325,2122.7,8542.5,4,3,1,0.1100014133,0.2210828212,-0.111081408,0.35,0.373875803,0.023875803,0.198974234,10.335773089,0.0011357921,0.0562483591,0,0.0229202836,2,0
001891,20130630,2013,AUTOMATIC DATA PROCESSING,7374,32268.1000,1757.6000,326.7000,11310.1000,14.7,248.7,654.3,0,728.7000,720.2,105.9,4083,25958.7,1742.4,7699.6,4,3,1,0.1875,0.2282715985,-0.040771599,0.35,0.3241505969,-0.025849403,0.1842866111,10.381834405,0.0081628605,0.0578509474,0,0.0225826745,3,0
001891,20140630,2014,AUTOMATIC DATA PROCESSING,7374,32051.7000,1960.3000,314.3000,12206.5000,11.5,2175.8,718,0,777.4000,772,92.2,4406,25228.8,1872.2,8354.2,4,3,1,0.1678773635,0.2346484403,-0.066771077,0.35,0.2933503023,-0.056649698,0.1863433417,10.375105503,0.0682428701,0.0588211199,0,0.0242545637,4,0
001891,20150630,2015,AUTOMATIC DATA PROCESSING,7374,33110.5000,1895.3000,175.4000,10938.5000,9.2,2.5,595.4,0,672.7000,694.2,93.1,4972.4,28138.1,1836.7,9101.8,4,3,1,0.0954973594,0.2082335362,-0.112736177,0.35,0.5307867731,0.1807867731,0.1893038351,10.407605732,0.0003533622,0.0544315948,0,0.0203168179,5,0
001891,20160630,2016,AUTOMATIC DATA PROCESSING,7374,43670.0000,2028.5000,206.2000,11667.8000,2007.7,2.5,603.7,0,685.0000,741.3,85,4475.8,39194.2,1797.8,9870,4,3,1,0.1146957392,0.2055217832,-0.090826044,0.35,0.4122211445,0.0622211445,0.1915271088,10.684416646,0.0460316006,0.051740688,0,0.0156858255,6,0
001891,20180630,2018,AUTOMATIC DATA PROCESSING,7374,37088.7000,1849.8000,321.3000,13325.8000,2002.4,2.5,630.2,0,793.7000,550.3,105.5,4867.7,32221,1839.4,11486.4,4,3,1,0.174676525,0.1610426243,0.0136339006,0.21,0.3283535636,0.1183535636,0.1629245524,10.52106762,0.054056896,0.0472917198,0,0.0214000491,8,1
001891,20190630,2019,AUTOMATIC DATA PROCESSING,7374,41887.7000,2584.6000,421.0000,14175.2000,2002.2,264.5,636.3,0,764.2000,712.8,129.1,5379.4,36508.3,1847.6,12327.6,4,3,1,0.2278631738,0.2096596256,0.0182035483,0.21,0.3066508314,0.0966508314,0.2120322817,10.642747507,0.0541137374,0.0448882555,0,0.0182440191,9,1
001891,20200630,2020,AUTOMATIC DATA PROCESSING,7374,39165.5000,2815.4000,367.2000,14589.8000,1347.2,1110.9,674.1,0,1197.6000,716.1,119.5,5274.5,33891,1849.7,12740.1,4,3,1,0.1985186787,0.2209872764,-0.022468598,0.21,0.3254357298,0.1154357298,0.2181386996,10.575551536,0.0627618695,0.046203512,0,0.0305779321,10,1
001891,20210630,2021,AUTOMATIC DATA PROCESSING,7374,48772.5000,3010.9000,350.3000,15005.4000,3328.2,119.4,716.6,0,1146.7000,762.7,121.9,6635.4,42137.1,1923.7,13081.7,4,3,1,0.1820970006,0.2301612176,-0.048064217,0.21,0.3479874393,0.1379874393,0.2239993602,10.794921908,0.0706873751,0.0477561411,0,0.0235112,11,1
001891,20220630,2022,AUTOMATIC DATA PROCESSING,7374,63068.2000,3461.8000,342.3000,16498.3000,3358,232.7,798.6,0,1103.5000,855.2,97.5,6212,56856.2,1995,14503.3,4,3,1,0.1715789474,0.2386905049,-0.067111558,0.21,0.2848378615,0.0748378615,0.2305752714,11.05197196,0.0569336052,0.0484049872,0,0.0174969319,12,1
001891,20230630,2023,AUTOMATIC DATA PROCESSING,7374,50971.0000,4091.4000,346.2000,18012.2000,3338.9,202.1,844.8,0,1083.8000,1025.6,104.6,6405.1,44565.9,2061.3,15950.9,4,3,1,0.1679522631,0.2564996332,-0.08854737,0.21,0.3021374928,0.0921374928,0.2463663517,10.839012123,0.0694708756,0.0469015445,0,0.0212630712,13,1
001891,20240630,2024,AUTOMATIC DATA PROCESSING,7374,54362.7000,4408.0000,464.3000,19202.6000,3319.9,478.7,955.7,0,1056.2000,1120.3,132.8,6372.8,47989.9,2268.4,16934.2,4,3,1,0.204681714,0.2603016381,-0.055619924,0.21,0.2860219686,0.0760219686,0.2537312656,10.903433536,0.0698751166,0.0497693021,0,0.0194287627,14,1
001968,20101231,2010,BADGER METER INC,3824,215.8640,42.2130,2.2250,276.6340,0,12.878,7.164,0,66.0880,15.776,0.385,44.071,171.793,30.788,245.846,6,5,1,0.0722684163,0.1717050511,-0.099436635,0.35,0.1730337079,-0.176966292,0.160638244,5.3746485798,0.0596579328,0.0258970336,0,0.3061557277,0,0
001968,20111231,2011,BADGER METER INC,3824,218.9100,23.7500,3.5990,262.9150,0,1.79,8.086,0,66.1020,8.188,0.78,52.739,166.171,31.609,231.306,6,5,1,0.1138599766,0.102677838,0.0111821386,0.35,0.2167268686,-0.133273131,0.1040222125,5.3886606864,0.0081768763,0.030755187,0,0.3019597095,1,0
001968,20121231,2012,BADGER METER INC,3824,290.4530,40.6500,2.8210,319.6600,0,66.73,9.857,0,70.4840,15.439,0.507,54.011,236.442,48.615,271.045,6,5,1,0.0580273578,0.1499750964,-0.091947739,0.35,0.1797235023,-0.170276498,0.1359913658,5.6714417732,0.2297445714,0.0308358881,0,0.2426692098,2,0
001968,20131231,2013,BADGER METER INC,3824,316.0580,34.6870,3.3220,334.1220,0,70.045,10.504,0,76.4160,13.392,0.802,60.177,255.881,44.103,290.019,7,6,1,0.0753236741,0.1196025088,-0.044278835,0.35,0.2414208308,-0.108579169,0.1137578489,5.755925741,0.2216207152,0.0314376186,0,0.2417784078,3,0
001968,20141231,2014,BADGER METER INC,3824,341.1580,41.0220,3.8900,364.7680,0,75.927,9.496,0,81.8060,15.234,1.12,63.064,278.094,55.117,309.651,7,6,1,0.0705771359,0.132478177,-0.061901041,0.35,0.2879177378,-0.062082262,0.1231248355,5.8323457131,0.2225567039,0.0260329853,0,0.2397891886,4,0
001968,20151231,2015,BADGER METER INC,3824,355.4800,39.4470,1.7050,377.6980,0,71.36,10.645,0,90.9200,15.214,0.686,66.033,289.447,55.163,322.535,7,6,1,0.0309083987,0.1223030059,-0.091394607,0.35,0.4023460411,0.0523460411,0.1089547734,5.8734689889,0.2007426578,0.028183893,0,0.2557668505,5,0
001968,20161231,2016,BADGER METER INC,3824,349.6990,47.4070,2.4370,393.7610,0,37.95,10.597,0,90.1940,17.549,1.129,62.618,287.081,45.908,347.853,7,6,1,0.0530844297,0.13628458,-0.08320015,0.35,0.4632745178,0.1132745178,0.1265844002,5.8570727845,0.1085219003,0.026912264,0,0.2579189532,6,0
001968,20181231,2018,BADGER METER INC,3824,392.6910,31.5840,4.2680,433.7320,0,18.06,11.095,0,90.3210,8.062,1.468,98.748,293.943,59.082,374.65,7,6,1,0.0722385837,0.0843026825,-0.012064099,0.21,0.3439550141,0.1339550141,0.082659338,5.9730230431,0.0459903588,0.0255803123,0,0.2300052713,8,1
001968,20211231,2021,BADGER METER INC,3824,530.8180,74.5090,4.1140,505.1980,0,0,14.7,0,83.9270,17.739,1.939,139.49,391.328,73.01,432.188,7,6,1,0.0563484454,0.1723995113,-0.116051066,0.21,0.4713174526,0.2613174526,0.1556280904,6.274419213,0,0.0290975024,0,0.1581088057,11,1
001968,20221231,2022,BADGER METER INC,3824,603.0470,83.6800,4.0370,565.5680,0,0,15.8,0,80.0750,21.221,2.031,136.35,466.697,73.885,491.683,7,6,1,0.054638966,0.1701909564,-0.11555199,0.21,0.5030963587,0.2930963587,0.1550954085,6.4019951373,0,0.0279365169,0,0.1327840119,12,1
001968,20231231,2023,BADGER METER INC,3824,716.9190,120.3840,1.5820,703.5920,0,0,19,0,79.4000,29.368,1.242,166.901,550.018,82.426,621.166,7,6,1,0.0191929731,0.1938032668,-0.174610294,0.21,0.7850821745,0.5750821745,0.1733476219,6.5749628635,0,0.0270042866,0,0.1107517028,13,1
002086,20101231,2010,BAXTER INTERNATIONAL INC,2836,17489.0000,191.0000,1699.0000,13056.0000,4363,24,915,0,5260.0000,463,297,10603,6886,7579,5264,4,3,1,0.2241720544,0.0362841945,0.1878878598,0.35,0.174808711,-0.175191289,0.1447610294,9.7693273908,0.2508433873,0.0700827206,0,0.300760478,0,0
002086,20111231,2011,BAXTER INTERNATIONAL INC,2836,19073.0000,399.0000,2410.0000,13893.0000,4749,446,946,0,5525.0000,553,274,11549,7524,8184,5709,4,3,1,0.2944770283,0.0698896479,0.2245873804,0.35,0.1136929461,-0.236307054,0.2021881523,9.8560290014,0.2723745609,0.0680918448,0,0.2896765061,1,0
002086,20121231,2012,BAXTER INTERNATIONAL INC,2836,20390.0000,386.0000,2503.0000,14190.0000,5580,350,1156,0,6098.0000,563,403,12356,8034,8134,6056,4,3,1,0.3077206786,0.0637384412,0.2439822374,0.35,0.1610067918,-0.188993208,0.2035940803,9.9227998636,0.2908288377,0.081465821,0,0.2990681707,2,0
002086,20131231,2013,BAXTER INTERNATIONAL INC,2836,25869.0000,446.0000,2103.0000,15259.0000,8126,1040,1246,0,7832.0000,537,437,18728,7141,8808,6451,4,3,1,0.238760218,0.069136568,0.16962365,0.35,0.2077983833,-0.142201617,0.1670489547,10.16080062,0.3543237079,0.0816567272,0,0.3027561947,3,0
002124,20101231,2010,BEL FUSE INC,3677,277.1720,3.6000,12.0000,302.5390,0,0,11.4,0,44.7930,1.931,0.804,166.188,110.984,190.651,111.888,3,2,1,0.0629422348,0.0321750322,0.0307672026,0.35,0.067,-0.283,0.0515636001,5.6246382521,0,0.0376810924,0,0.1616072331,0,0
002124,20151231,2015,BEL FUSE INC,3677,587.0110,6.1000,19.6000,566.5800,162.416,24.772,27.7,0,57.6110,6.535,5.327,339.575,247.436,262.752,304.328,3,2,1,0.0745950554,0.0200441629,0.0545508925,0.35,0.2717857143,-0.078214286,0.0453598786,6.375043559,0.3188832918,0.0488898302,0,0.098142965,5,0
002124,20181231,2018,BEL FUSE INC,3677,443.5240,0.3000,23.3160,548.1840,111.705,2.508,29.4,0,43.9320,2.907,3.782,265.622,177.902,276.493,271.691,3,2,1,0.0843276322,0.0011041956,0.0832234366,0.21,0.1622062103,-0.04779379,0.0430804256,6.0947519153,0.2575125585,0.0536316273,0,0.099052137,8,1
002269,20110430,2010,BLOCK H & R INC,7200,5207.9610,639.9140,37.1110,3774.2960,1049.754,28.437,0,264.2,307.3200,257.62,21.456,166.8,5067.518,190.9,3683.432,2,1,1,0.1944002095,0.173727654,0.0206725555,0.35,0.5781574196,0.2281574196,0.179377823,8.5579436954,0.207027472,0,0.0699998092,0.0590096585,0,0
002269,20120430,2011,BLOCK H & R INC,7200,4649.5670,547.5350,28.5350,2893.7710,409.115,631.434,0,278.8,252.9850,230.102,8.647,206.3,5001.661,205.8,3568.496,2,1,1,0.138654033,0.1534357892,-0.014781756,0.35,0.303031365,-0.046968635,0.1990724214,8.444529376,0.2237948179,0,0.0963448732,0.054410443,1,0
002269,20130430,2012,BLOCK H & R INC,7200,4537.7790,664.9660,37.0450,2905.9430,905.958,0.722,0,270.8,267.8800,236.853,3.173,201.8,4447.767,232.8,2660.971,2,1,1,0.1591280069,0.2498959966,-0.09076799,0.35,0.0856525847,-0.264347415,0.241577691,8.4201929643,0.1998069981,0,0.0931883385,0.0590332848,2,0
002269,20140430,2013,BLOCK H & R INC,7200,4693.5290,754.0360,13.0800,3024.2950,505.837,400.637,0,238.763,304.9110,267.019,6.749,472.6,4065.179,249,2656.943,2,1,1,0.0525301205,0.2837983352,-0.231268215,0.35,0.5159785933,0.1659785933,0.2536511815,8.4539400305,0.1931327153,0,0.0789483169,0.064964124,3,0
002269,20150430,2014,BLOCK H & R INC,7200,4515.4200,682.7440,60.0610,3078.6580,505.298,0.79,0,273.682,311.3870,256.061,9.788,303.9,4389.629,232.2,2792.095,2,1,1,0.2586606374,0.2445274964,0.014133141,0.35,0.1629676496,-0.18703235,0.2412755818,8.4152534848,0.1120799394,0,0.0888965257,0.0689608054,4,0
002269,20160430,2015,BLOCK H & R INC,7200,2857.7750,513.7460,55.7330,3038.1530,1501.925,0.826,0,297.762,293.5650,185.926,8.735,284.5,4230.92,231.7,2846.958,2,1,1,0.2405394907,0.1804543657,0.060085125,0.35,0.1567294063,-0.193270594,0.1874425021,7.957798629,0.5258465065,0,0.0980075724,0.1027250221,5,0
002269,20170430,2016,BLOCK H & R INC,7200,2694.1080,535.3780,93.9090,3036.3140,1493.017,0.981,0,261.281,263.8270,208.37,10.678,527.1,2330.675,209.8,2828.353,2,1,1,0.4476120114,0.1892896679,0.2583223436,0.35,0.1137058216,-0.236294178,0.2072535976,7.8988224453,0.5545427281,0,0.0860520355,0.0979274031,6,0
002596,20100630,2010,CACI INTL INC  -CL A,7373,2244.7660,156.0240,11.6620,3149.1310,252.451,278.653,0,0,58.6660,61.171,3.147,122.256,2122.51,116.79,3032.341,2,1,1,0.0998544396,0.0514533161,0.0484011235,0.35,0.2698507975,-0.080149203,0.0532483406,7.7163565631,0.2365965985,0,0,0.0261345726,0,0
